b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
0.056077667,3.2541878,-0.27268168,-1.0716748,6.1996226,1.0005223,0.05886483,0.17306423,-2.4699092,1.6414894,0.641233,0.21141715
0.053781014,3.2437637,-0.27227634,-1.0725428,6.2003975,1.0022945,0.057817508,0.16981918,-2.463639,1.6440094,0.64138377,0.2156211
0.051488154,3.233332,-0.27187786,-1.0734339,6.2011704,1.0040356,0.056794003,0.16658165,-2.4573712,1.646566,0.6415149,0.21983841
0.049198724,3.222892,-0.27148554,-1.0743508,6.2019415,1.0057454,0.055794314,0.16335386,-2.4511056,1.6491596,0.64162564,0.22406986
0.046912275,3.212444,-0.2710947,-1.0752951,6.2027106,1.0074238,0.054815114,0.16013539,-2.4448423,1.6517892,0.6417148,0.22831792
0.04462904,3.2019885,-0.2706834,-1.0762618,6.203478,1.0090706,0.05384734,0.15694727,-2.4385817,1.6544544,0.6417696,0.2325567
0.042349394,3.1915252,-0.27024508,-1.0772499,6.2042427,1.010686,0.052887425,0.15379588,-2.4323235,1.6571548,0.64178723,0.23677915
0.040073566,3.181054,-0.26978022,-1.0782595,6.2050056,1.0122702,0.05193544,0.15068108,-2.4260683,1.6598903,0.64176816,0.2409854
0.037801776,3.170575,-0.26928937,-1.0792904,6.205766,1.0138235,0.050991457,0.14760272,-2.4198165,1.6626608,0.6417129,0.24517559
0.03553381,3.1600862,-0.26876488,-1.0803424,6.2065234,1.0153478,0.05005362,0.1445749,-2.4135675,1.6654658,0.64161575,0.2493349
0.033269748,3.149587,-0.26820666,-1.0814147,6.2072773,1.0168443,0.04912809,0.1415992,-2.4073222,1.6683049,0.6414705,0.2534606
0.031009885,3.1390767,-0.2676154,-1.0825073,6.208028,1.0183132,0.048214763,0.1386753,-2.4010808,1.6711776,0.6412781,0.25755292
